ticker,review_bucket,review_rationale,active_theme_count,active_themes,active_categories,status,manual_suppressed,manual_suppression_reason,suppression_reason,last_failure_category,consecutive_failure_count,rolling_failure_count,last_failure_at,last_success_at,snapshot_present,snapshot_run_finished_at,snapshot_run_age_days,snapshot_market_ts,snapshot_scope_type,price,avg_volume,dollar_volume,valid_price,valid_avg_volume,valid_dollar_volume,passes_current_ranking_inputs_except_suppression,perf_1d,perf_1w,perf_1m,perf_3m,failure_count_30d,failure_categories_30d,last_failure_run_finished_at,durable_suppression_provenance_present
HUB.B,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Consulting,Industrials - Services,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:24.512494,2026-03-11 10:26:33.289699,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
HYZON,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"Clean Energy - Fuel Cells, Clean Energy - Hydrogen",Energy - Clean,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:25.986213,2026-03-11 10:26:33.391686,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
HZNP,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"Biotech - Immunology, Pharma - Specialty","Healthcare - Biotech, Healthcare - Pharma",refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:26.084019,2026-03-11 10:26:33.404439,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
IBTX,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Banks - Texas,Financials - Banks,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:27.010005,2026-03-11 10:26:33.465324,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
ICPT,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Biotech - Immunology,Healthcare - Biotech,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:27.705849,2026-03-11 10:26:33.517023,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
IDEX,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Pumps & Valves,Industrials - Machinery,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:27.803935,2026-03-11 10:26:33.531068,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
INFN,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"5G Infrastructure, AI - Edge Computing","Artificial Intelligence, Emerging Tech",refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:31.789512,2026-03-11 10:26:33.748284,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
INVO,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Women's Health,Healthcare - Specialty,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:33.286730,2026-03-11 10:26:33.845911,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
IPOF,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,SPACs,Specialty Themes,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:34.970509,2026-03-11 10:26:33.957320,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
IRBT,keep suppressed,manual suppression: IRBTQ; durable suppression provenance present,1,AI - Robotics,Artificial Intelligence,refresh_suppressed,True,IRBTQ,IRBTQ,CALC_OUTLIER,0,0,,2026-03-15 17:53:36.518193,True,2026-03-15 17:56:17.301575,37,2025-12-18 17:00:00,active_themes,0.4664,55543164.190476194,25905331.778438095,False,True,True,False,,-89.2,-71.73,-89.0,0,,,True
JCD,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Advertising - Traditional,Media & Entertainment,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:39.675585,2026-03-11 10:26:34.251862,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
JCP,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Retail - Department,Consumer - Retail,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:39.974768,2026-03-11 10:26:34.275469,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
JOY,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Mining Equipment,Industrials - Machinery,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:41.964751,2026-03-11 10:26:34.372062,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
JUNO,keep suppressed,manual suppression: Inactive; durable suppression provenance present,1,Biotech - Cell Therapy,Healthcare - Biotech,refresh_suppressed,True,Inactive,Inactive,NO_CANDLES,4,5,2026-03-12 14:19:42.467134,2026-03-11 10:26:34.395467,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
KITE,keep suppressed,manual suppression: Inactive; durable suppression provenance present,1,Biotech - Cell Therapy,Healthcare - Biotech,refresh_suppressed,True,Inactive,Inactive,NO_CANDLES,4,5,2026-03-12 14:19:44.987988,2026-03-11 10:26:34.554871,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
KRTX,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Biotech - Small Cap,Healthcare - Biotech,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:47.932149,2026-03-11 10:26:34.741219,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
LAZR,keep suppressed,manual suppression: LAZRQ; durable suppression provenance present,3,"AI - Computer Vision, Autonomous Vehicles, LIDAR","Artificial Intelligence, Autos & EV",refresh_suppressed,True,LAZRQ,LAZRQ,,0,0,,2026-03-22 11:01:59.553436,True,2026-03-22 11:04:32.700380,30,2025-12-22 17:00:00,active_themes,0.1884,59935322.047619045,11291814.673771428,False,True,False,False,,-39.81,-77.96,-91.51,0,,,True
LG,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Korea,International,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:53.151265,2026-03-11 10:26:35.032943,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
LHCG,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Home Health,Healthcare - Specialty,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:53.832978,2026-03-11 10:26:35.082090,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
LILM,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Lithium,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:54.723259,2026-03-11 10:26:35.143972,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
LLNW,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Edge Computing,Emerging Tech,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:55.431522,2026-03-11 10:26:35.193438,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
LMRK,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Telecom - Infrastructure,Telecom,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:56.173683,2026-03-11 10:26:35.242193,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
LSDIF,keep suppressed,calculation outlier suppression; durable suppression provenance present,1,Cannabis,Specialty Themes,refresh_suppressed,False,,Low-price contributor (0.00) showing large return (-66.7% 1W) with weak liquidity (0 dollar volume).,CALC_OUTLIER,0,0,,2026-03-13 08:39:54.200935,True,2026-03-13 08:42:50.338155,39,2026-02-25 17:00:00,active_themes,0.0001,1297.7619047619048,0.1297761904761905,False,True,False,False,,-66.67,-66.67,,0,,,True
LSI,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,REITs - Storage,Financials - REITs,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:58.933586,2026-03-11 10:26:35.413816,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
LTHM,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Lithium,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:19:59.436948,2026-03-11 10:26:35.450655,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
LVGO,keep suppressed,manual suppression: Inactive; durable suppression provenance present,1,Behavioral Health,Healthcare - Specialty,refresh_suppressed,True,Inactive,Inactive,NO_CANDLES,4,5,2026-03-12 14:20:00.543622,2026-03-11 10:26:35.525006,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
MANT,keep suppressed,manual suppression: Delist; durable suppression provenance present,3,"Defense - Cybersecurity, Defense - Electronics, Defense - Services",Defense,refresh_suppressed,True,Delist,Delist,NO_CANDLES,4,5,2026-03-12 14:20:03.492944,2026-03-11 10:26:35.689080,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
MAXR,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Space - Earth Observation,Space & Aerospace,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:05.152125,2026-03-11 10:26:35.798725,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
ME,keep suppressed,calculation outlier suppression; durable suppression provenance present,1,Diagnostics & Labs,Healthcare - Devices & Services,refresh_suppressed,False,,"Low-price contributor (0.61) showing large return (-66.1% 1W) with weak liquidity (13,575,451 dollar volume).",CALC_OUTLIER,0,0,,2026-03-15 17:54:06.916952,True,2026-03-15 17:56:17.301575,37,2025-03-27 17:00:00,active_themes,0.6063,22390649.7,13575450.91311,False,True,False,False,,-66.13,,,0,,,True
MILE,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Insurtech,Financials - Insurance,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:09.787882,2026-03-11 10:26:36.082917,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
MMX,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Gold - Royalty,Metals & Mining,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:11.070167,2026-03-11 10:26:36.168942,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
MONC,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Europe - Luxury,International,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:12.768888,2026-03-11 10:26:36.294196,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
MRO,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"Oil - E&P, Oil - Large Cap",Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:15.496980,2026-03-11 10:26:36.441395,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
MSG,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"Live Entertainment, Media - Sports",Media & Entertainment,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:16.650128,2026-03-11 10:26:36.515181,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
MTOR,keep suppressed,manual suppression: Delist; durable suppression provenance present,1,Auto Parts,Autos & EV,refresh_suppressed,True,Delist,Delist,NO_CANDLES,4,5,2026-03-12 14:20:20.382415,2026-03-11 10:26:36.690307,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
MYL,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Pharma - Generic,Healthcare - Pharma,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:21.682683,2026-03-11 10:26:36.776334,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
NAV,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Trucks & RV,Autos & EV,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:21.786005,2026-03-11 10:26:36.788134,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
NEWR,keep suppressed,manual suppression: Inactive; durable suppression provenance present,1,Cloud - DevOps,Technology - Software,refresh_suppressed,True,Inactive,Inactive,NO_CANDLES,4,5,2026-03-12 14:20:24.326273,2026-03-11 10:26:36.949339,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
NKLA,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Clean Energy - Hydrogen,Energy - Clean,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:27.991609,2026-03-11 10:26:37.084450,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
NLS,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Fitness,Consumer - Leisure,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:28.088647,2026-03-11 10:26:37.096615,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
NOVA,keep suppressed,manual suppression: NOVAQ; durable suppression provenance present,1,Solar - Residential,Energy - Clean,refresh_suppressed,True,NOVAQ,NOVAQ,,0,0,,2026-03-22 11:02:36.490046,True,2026-03-22 11:04:32.700380,30,2025-06-05 17:00:00,active_themes,0.2202,6248241.428571428,1375862.7625714284,False,True,False,False,,1.29,17.75,,0,,,True
NTT,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Japan,International,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:32.806215,2026-03-11 10:26:37.378581,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
NUVA,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Medical Devices - Ortho,Healthcare - Devices & Services,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:33.300546,2026-03-11 10:26:37.415309,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
NYCB,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Banks - Northeast,Financials - Banks,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:35.617336,2026-03-11 10:26:37.562899,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
OFC,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,REITs - Office,Financials - REITs,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:36.971247,2026-03-11 10:26:37.624144,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
ONEM,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Healthcare IT,Healthcare - Devices & Services,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:39.667147,2026-03-11 10:26:37.793094,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
PACD,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Oil - Offshore Drillers,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:42.780688,2026-03-11 10:26:37.995060,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
PACW,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"Banks - Community, Banks - West",Financials - Banks,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:42.878569,2026-03-11 10:26:38.008140,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
PDCE,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Oil - E&P,Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:45.827315,2026-03-11 10:26:38.220246,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
PEAK,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,REITs - Healthcare,Financials - REITs,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:46.316404,2026-03-11 10:26:38.257714,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
PEET,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Restaurants - Coffee,Consumer - Restaurants,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:46.618618,2026-03-11 10:26:38.281835,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
PEIX,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Biofuels & Ethanol,Energy - Clean,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:47.390315,2026-03-11 10:26:38.306241,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
PET,keep suppressed,calculation outlier suppression; durable suppression provenance present,2,"Animal Health, Retail - Pet","Consumer - Retail, Healthcare - Devices & Services",refresh_suppressed,False,,"Low-price contributor (0.05) showing large return (-60.4% 1W) with weak liquidity (944,268 dollar volume).",CALC_OUTLIER,0,0,,2026-03-22 11:02:53.172537,True,2026-03-22 11:04:32.700380,30,2025-07-28 17:00:00,active_themes,0.0469,20133643.38095238,944267.8745666665,False,True,False,False,,-60.39,-55.33,-71.52,0,,,True
PING,keep suppressed,manual suppression: Inactive; durable suppression provenance present,1,Cloud - DevOps,Technology - Software,refresh_suppressed,True,Inactive,Inactive,NO_CANDLES,4,5,2026-03-12 14:20:49.904147,2026-03-11 10:26:38.464930,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
POSH,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Internet - Marketplace,Technology - Internet,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:53.767625,2026-03-11 10:26:38.734289,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
PSTH,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,SPACs,Specialty Themes,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:58.198903,2026-03-11 10:26:38.984828,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
PXD,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,3,"Oil - E&P, Oil - Large Cap, Oil - Permian Basin",Energy - Oil & Gas,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:20:59.676820,2026-03-11 10:26:39.086030,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
QTS,keep suppressed,manual suppression: Invalid; durable suppression provenance present,1,REITs - Data Centers,Financials - REITs,refresh_suppressed,True,Invalid,Invalid,NO_CANDLES,4,5,2026-03-12 14:21:01.607601,2026-03-11 10:26:39.234008,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
RAD,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Retail - Drug,Consumer - Retail,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:21:02.305509,2026-03-11 10:26:39.283094,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
REGI,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Biofuels & Ethanol,Energy - Clean,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:21:04.594555,2026-03-11 10:26:39.434603,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
RETA,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,Biotech - Small Cap,Healthcare - Biotech,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:21:05.106065,2026-03-11 10:26:39.471221,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
RIDE,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,1,EV - Manufacturers,Autos & EV,refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:21:07.467806,2026-03-11 10:26:39.622371,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
RMS,keep suppressed,no current preferred snapshot; last failure category NO_CANDLES; durable suppression provenance present,2,"Europe - Luxury, Luxury & Apparel","Consumer - Leisure, International",refresh_suppressed,False,,Suppression approved in Health review queue.,NO_CANDLES,4,5,2026-03-12 14:21:10.204309,2026-03-11 10:26:39.771726,False,,,,,,,,False,False,False,False,,,,,0,,2026-03-12 14:22:26.937178,True
