ticker,review_bucket,review_rationale,active_governed_membership_count,governed_membership_count,themes,categories,current_ranking_eligibility_reason,primary_ineligibility_bucket,coverage_status,symbol_status,manual_suppressed,manual_suppression_reason,snapshot_present,has_current_usable_snapshot,snapshot_time,snapshot_source,price,avg_volume,dollar_volume,price_valid,avg_volume_valid,dollar_volume_valid,perf_1d,perf_1w,perf_1m,perf_3m,last_failure_category,consecutive_failure_count,rolling_failure_count,last_failure_at,last_success_at,special_format_ticker,governance_cleanup_flag,near_price_threshold_flag,borderline_dollar_volume_flag,threshold_review_flag
STC,borderline dollar-volume miss,"within 20% of current $15M dollar-volume floor; dollar volume 13,552,474; price 67.25",1,1,Insurance - Title,Financials - Insurance,"dollar volume invalid: 13,552,474 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,67.25,201523.78190261903,13552474.332951132,True,True,False,0.61,3.7,17.18,3.43,,0,1,2026-04-15 17:16:00.223403,2026-04-21 14:26:59.674970,False,False,False,True,False
WPP,borderline dollar-volume miss,"within 20% of current $15M dollar-volume floor; dollar volume 13,151,311; price 18.04",1,1,Advertising - Traditional,Media & Entertainment,"dollar volume invalid: 13,151,311 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,18.04,729008.3429238095,13151310.506345524,True,True,False,-0.17,3.8,19.39,-12.55,,0,1,2026-04-15 17:16:02.329442,2026-04-21 14:27:42.797256,False,False,False,True,False
ACB,clearly illiquid,"materially below current liquidity floor; dollar volume 2,414,970; price 3.56",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 2,414,970 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.56,678362.3715417619,2414970.0426886724,True,True,False,-4.3,0.85,9.2,-14.01,,0,1,2026-04-15 17:15:47.834081,2026-04-21 14:22:40.122974,False,False,False,False,False
AFCG,clearly illiquid,"materially below current liquidity floor; dollar volume 524,155; price 2.8",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 524,155 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.8,187198.04816480956,524154.5348614667,True,True,False,-1.06,10.67,12.0,15.23,,0,1,2026-04-15 17:15:48.104874,2026-04-21 14:22:44.715303,False,False,False,False,False
AISP,clearly illiquid,"materially below current liquidity floor; dollar volume 1,197,775; price 2.55",1,1,AI - Software,Artificial Intelligence,"dollar volume invalid: 1,197,775 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.55,469715.49698066665,1197774.5173006998,True,True,False,2.41,10.39,11.84,-35.69,,0,1,2026-04-15 17:15:48.215906,2026-04-21 14:22:47.005019,False,False,False,False,False
AIV,clearly illiquid,"materially below current liquidity floor; dollar volume 7,009,638; price 4.17",1,1,REITs - Residential,Financials - REITs,"dollar volume invalid: 7,009,638 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,4.17,1680968.306440476,7009637.837856785,True,True,False,-1.88,1.71,2.96,-29.2,,0,1,2026-04-15 17:15:48.225399,2026-04-21 14:22:47.214296,False,False,False,False,False
AKAN,clearly illiquid,"materially below current liquidity floor; dollar volume 340,018; price 3.25",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 340,018 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.25,104621.0038489524,340018.2625090953,True,True,False,-4.97,3.83,-6.69,-59.88,,0,1,2026-04-15 17:15:48.265190,2026-04-21 14:22:47.838387,False,False,False,False,False
ALT,clearly illiquid,"materially below current liquidity floor; dollar volume 8,827,530; price 3.41",1,1,GLP-1 & Obesity,Healthcare - Pharma,"dollar volume invalid: 8,827,530 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.41,2588718.621682857,8827530.499938544,True,True,False,-4.21,3.65,2.1,-19.39,,0,1,2026-04-15 17:15:48.395750,2026-04-21 14:22:51.014111,False,False,False,False,False
ALTO,clearly illiquid,"materially below current liquidity floor; dollar volume 6,569,055; price 4.93",2,2,"Biofuels & Ethanol, Renewable Fuels","Energy - Clean, Energy","dollar volume invalid: 6,569,055 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,4.93,1332465.5991119046,6569055.403621689,True,True,False,0.82,1.23,18.51,77.34,,0,1,2026-04-15 17:15:48.405767,2026-04-21 14:22:51.228141,False,False,False,False,False
ALVO,clearly illiquid,"materially below current liquidity floor; dollar volume 1,569,926; price 3.51",1,1,Vision Care,Healthcare - Specialty,"dollar volume invalid: 1,569,926 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.51,447272.2926416191,1569925.7471720828,True,True,False,-3.04,-0.57,-0.57,-29.23,,0,1,2026-04-15 17:15:48.426050,2026-04-21 14:22:51.652611,False,False,False,False,False
AMTX,clearly illiquid,"materially below current liquidity floor; dollar volume 4,860,062; price 2.62",1,1,Renewable Fuels,Energy,"dollar volume invalid: 4,860,062 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.62,1854985.3402113807,4860061.591353818,True,True,False,-0.76,14.91,0.77,71.24,,0,1,2026-04-15 17:15:48.564572,2026-04-21 14:22:54.367262,False,False,False,False,False
AMWL,clearly illiquid,"materially below current liquidity floor; dollar volume 350,103; price 6.31",2,2,"Healthcare IT, Telehealth","Healthcare - Devices & Services, Healthcare - Specialty","dollar volume invalid: 350,103 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.31,55483.83440380952,350102.9950880381,True,True,False,-4.54,14.52,10.12,37.17,,0,1,2026-04-15 17:15:48.574713,2026-04-21 14:22:54.593293,False,False,False,False,False
ANGPY,clearly illiquid,"materially below current liquidity floor; dollar volume 3,240,450; price 14.79",1,1,Platinum & Palladium,Metals & Mining,"dollar volume invalid: 3,240,450 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,14.79,219097.38095238092,3240450.264285714,True,True,False,-4.46,-7.45,17.47,-6.1,,0,1,2026-04-15 17:15:48.639027,2026-04-21 14:22:55.875227,True,False,False,False,False
ANVS,clearly illiquid,"materially below current liquidity floor; dollar volume 2,230,408; price 1.86",1,1,Biotech - CNS,Healthcare - Biotech,"dollar volume invalid: 2,230,408 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.86,1199144.2419950475,2230408.290110789,True,True,False,-3.12,7.51,-28.46,-33.33,,0,1,2026-04-15 17:15:48.648966,2026-04-21 14:22:56.088054,False,False,False,False,False
APT,clearly illiquid,"materially below current liquidity floor; dollar volume 159,860; price 4.59",1,1,EV - Components,Autos & EV,"dollar volume invalid: 159,860 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,4.59,34827.89057009524,159860.01771673714,True,True,False,2.68,-2.34,2.0,-2.55,,0,1,2026-04-15 17:15:48.738352,2026-04-21 14:22:57.977333,False,False,False,False,False
ARCT,clearly illiquid,"materially below current liquidity floor; dollar volume 4,203,200; price 8.82",1,1,Biotech - mRNA,Healthcare - Biotech,"dollar volume invalid: 4,203,200 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,8.82,476553.3218013809,4203200.29828818,True,True,False,-0.9,1.61,33.03,24.23,,0,1,2026-04-15 17:15:48.777579,2026-04-21 14:22:58.783995,False,False,False,False,False
ARLP,clearly illiquid,"materially below current liquidity floor; dollar volume 9,128,785; price 24.79",1,1,Coal,Metals & Mining,"dollar volume invalid: 9,128,785 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,24.79,368244.6596845238,9128785.113579346,True,True,False,0.81,-3.35,-11.31,0.98,,0,1,2026-04-15 17:15:48.806908,2026-04-21 14:22:59.868145,False,False,False,False,False
ARQQ,clearly illiquid,"materially below current liquidity floor; dollar volume 5,047,798; price 14.85",1,1,Quantum Computing,Emerging Tech,"dollar volume invalid: 5,047,798 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,14.85,339919.0539676667,5047797.95141985,True,True,False,-8.05,6.3,9.19,-40.95,,0,1,2026-04-15 17:15:48.836549,2026-04-21 14:23:00.492047,False,False,False,False,False
ARVN,clearly illiquid,"materially below current liquidity floor; dollar volume 8,732,262; price 10.62",1,1,Biotech - Oncology,Healthcare - Biotech,"dollar volume invalid: 8,732,262 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,10.62,822246.8652927143,8732261.709408626,True,True,False,-1.76,-3.45,-2.93,-11.72,,0,1,2026-04-15 17:15:48.855934,2026-04-21 14:23:00.901198,False,False,False,False,False
ASTE,clearly illiquid,"materially below current liquidity floor; dollar volume 9,739,003; price 57.4",1,1,Construction Equipment,Industrials - Machinery,"dollar volume invalid: 9,739,003 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,57.4,169669.0355137619,9739002.638489932,True,True,False,-2.15,-6.86,15.17,20.23,,0,1,2026-04-15 17:15:48.917343,2026-04-21 14:23:02.167694,False,False,False,False,False
BARK,clearly illiquid,"materially below current liquidity floor; dollar volume 940,664; price 9.8",2,2,"Pet Industry, Retail - Pet","Specialty Themes, Consumer - Retail","dollar volume invalid: 940,664 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,9.8,95986.08489504762,940663.6319714668,True,True,False,-3.92,5.15,-25.34,-46.52,,0,1,2026-04-15 17:15:49.232246,2026-04-21 14:23:08.689556,False,False,False,False,False
BATRA,clearly illiquid,"materially below current liquidity floor; dollar volume 3,844,285; price 53.63",1,1,Media - Sports,Media & Entertainment,"dollar volume invalid: 3,844,285 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,53.63,71681.62360442856,3844285.473905504,True,True,False,-0.92,7.73,16.51,26.28,,0,1,2026-04-15 17:15:49.256314,2026-04-21 14:23:09.105200,False,False,False,False,False
BBBY,clearly illiquid,"materially below current liquidity floor; dollar volume 7,770,532; price 4.78",0,1,High Short Interest,Specialty Themes,"dollar volume invalid: 7,770,532 < 15,000,000",dollar volume invalid,not governed,active,False,,True,True,2026-04-09 18:55:47.338804,live,4.78,1625634.3535714285,7770532.210071429,True,True,False,,2.58,-2.65,-19.93,,0,0,,2026-04-09 18:51:00.989125,True,False,False,False,False
BETZ,clearly illiquid,"materially below current liquidity floor; dollar volume 174,313; price 19.24",1,1,Sports Betting,Consumer - Leisure,"dollar volume invalid: 174,313 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,19.2412,9059.336410714286,174312.5037458357,True,True,False,-1.02,2.86,8.31,0.37,,0,1,2026-04-15 17:15:49.412348,2026-04-21 14:23:13.096336,False,False,False,False,False
BOLT,clearly illiquid,"materially below current liquidity floor; dollar volume 95,300; price 4.99",1,1,Biotech - Oncology,Healthcare - Biotech,"dollar volume invalid: 95,300 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,4.99,19098.295085285718,95300.49247557572,True,True,False,-3.11,5.27,4.83,-20.03,,0,1,2026-04-15 17:15:49.696583,2026-04-21 14:23:18.792639,False,False,False,False,False
BV,clearly illiquid,"materially below current liquidity floor; dollar volume 5,509,612; price 12.33",1,1,Testing & Inspection,Industrials - Services,"dollar volume invalid: 5,509,612 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,12.33,446846.0742304286,5509612.0952611845,True,True,False,-2.07,2.24,8.16,-5.66,,0,1,2026-04-15 17:15:49.865975,2026-04-21 14:23:22.816584,False,False,False,False,False
BWX,clearly illiquid,"materially below current liquidity floor; dollar volume 8,677,891; price 22.24",1,1,Defense - Naval,Defense,"dollar volume invalid: 8,677,891 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,22.24,390192.9204317619,8677890.550402384,True,True,False,-0.94,-0.63,1.46,-0.4,,0,1,2026-04-15 17:15:49.884725,2026-04-21 14:23:23.261598,False,False,False,False,False
BYDDF,clearly illiquid,"materially below current liquidity floor; dollar volume 2,515,283; price 13.81",1,1,China EV,International,"dollar volume invalid: 2,515,283 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,13.8112,182119.04761904763,2515282.5904761907,True,True,False,-2.39,-2.19,6.69,11.2,,0,1,2026-04-15 17:15:49.944901,2026-04-21 14:23:24.519098,True,False,False,False,False
CGC,clearly illiquid,"materially below current liquidity floor; dollar volume 9,707,309; price 1.14",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 9,707,309 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.14,8515183.363138476,9707309.033977862,True,True,False,-5.0,4.59,20.66,-0.87,,0,1,2026-04-15 17:15:50.368321,2026-04-21 14:23:32.994684,False,False,False,False,False
CHPT,clearly illiquid,"materially below current liquidity floor; dollar volume 3,543,758; price 6.71",1,1,EV - Charging,Autos & EV,"dollar volume invalid: 3,543,758 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.71,528130.8618841429,3543758.0832425985,True,True,False,1.05,7.19,28.3,0.6,,0,1,2026-04-15 17:15:50.417547,2026-04-21 14:23:34.023788,False,False,False,False,False
CLIR,clearly illiquid,"materially below current liquidity floor; dollar volume 341,159; price 5.4",1,1,Carbon & Environment,Energy - Clean,"dollar volume invalid: 341,159 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,5.4,63177.60248357143,341159.05341128574,True,True,False,-0.09,0.37,56.07,-28.02,,0,1,2026-04-15 17:15:50.533694,2026-04-21 14:23:36.324675,False,False,False,False,False
CLNE,clearly illiquid,"materially below current liquidity floor; dollar volume 3,478,748; price 2.39",1,1,Clean Energy - Hydrogen,Energy - Clean,"dollar volume invalid: 3,478,748 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.39,1455543.1808144762,3478748.202146598,True,True,False,3.02,4.82,12.74,11.68,,0,1,2026-04-15 17:15:50.553615,2026-04-21 14:23:36.738779,False,False,False,False,False
CQP,clearly illiquid,"materially below current liquidity floor; dollar volume 8,601,378; price 62.39",1,1,Natural Gas - LNG,Energy - Oil & Gas,"dollar volume invalid: 8,601,378 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,62.39,137864.68302528572,8601377.573947577,True,True,False,-0.54,0.53,-6.92,11.19,,0,1,2026-04-15 17:15:50.974952,2026-04-21 14:23:45.729568,False,False,False,False,False
CRON,clearly illiquid,"materially below current liquidity floor; dollar volume 2,625,024; price 2.73",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 2,625,024 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.73,961547.290124762,2625024.1020406,True,True,False,-1.09,6.23,14.23,7.06,,0,1,2026-04-15 17:15:51.032521,2026-04-21 14:23:47.029069,False,False,False,False,False
CRTO,clearly illiquid,"materially below current liquidity floor; dollar volume 4,960,426; price 19.35",1,1,Internet - Search & Ads,Technology - Internet,"dollar volume invalid: 4,960,426 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,19.35,256352.78127038095,4960426.317581872,True,True,False,-1.78,4.37,13.82,-2.52,,0,1,2026-04-15 17:15:51.064133,2026-04-21 14:23:47.642140,False,False,False,False,False
CSV,clearly illiquid,"materially below current liquidity floor; dollar volume 4,807,072; price 48.37",1,1,Funeral & Death Care,Specialty Themes,"dollar volume invalid: 4,807,072 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,48.37,99381.27170604764,4807072.112421524,True,True,False,-0.68,1.6,16.13,13.2,,0,1,2026-04-15 17:15:51.122441,2026-04-21 14:23:48.871641,False,False,False,False,False
CTRM,clearly illiquid,"materially below current liquidity floor; dollar volume 79,046; price 1.75",1,1,Shipping - Dry Bulk,Industrials - Transport,"dollar volume invalid: 79,046 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.75,45168.93863847619,79045.64261733333,True,True,False,-3.31,-1.69,-10.26,-11.62,,0,1,2026-04-15 17:15:51.173928,2026-04-21 14:23:49.678268,False,False,False,False,False
CURLF,clearly illiquid,"materially below current liquidity floor; dollar volume 3,798,977; price 3.03",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 3,798,977 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.03,1253787.857142857,3798977.207142856,True,True,False,-0.66,25.26,40.28,22.18,,0,1,2026-04-15 17:15:51.214745,2026-04-21 14:23:50.559730,True,False,False,False,False
CUT,clearly illiquid,"materially below current liquidity floor; dollar volume 59,364; price 28.76",2,2,"REITs - Timber, Timber & Forest","Financials - REITs, Commodities & Agriculture","dollar volume invalid: 59,364 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,28.7631,2063.8829234285718,59363.67091486834,True,True,False,-1.79,-1.3,5.79,-3.15,,0,1,2026-04-15 17:15:51.224543,2026-04-21 14:23:50.793778,False,False,False,False,False
